name,shop_type,primary_service,is_chain,phone,website,street,city,state,state_code,postal_code,latitude,longitude,time_zone,rating,rating_tier,reviews,photos_count,has_photos,verified,location_link,services,num_services,offers_fitting,fitting_environment,public_fitting,working_hours,open_on_weekends,business_status,outreach_ready,services_source,query,area_service,owner_title,about,enrichment_status
Sanford International,Retailer,Golf Retail,False,(605) 271-7825,https://sanfordinternational.com/,1105 S Minnesota Ave,Sioux Falls,South Dakota,SD,57105,43.5353299,-96.731476,America/Chicago,5.0,Top Rated,0,14,True,True,"https://www.google.com/maps/place/Sanford+International/@43.5353299,-96.731476,14z/data=!4m8!1m2!2m1!1sSanford+International!3m4!1s0x878eb5eb32f968cd:0xa50e6ef847545375!8m2!3d43.5353299!4d-96.731476",,0,False,Indoor,True,"{""Wednesday"": [""8AM-5PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop South Dakota,False,Sanford International,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Valley GOLF Co.,Retailer,Golf Retail,False,(423) 394-1500,https://valleygolfco.com/,604 Browns Ferry Rd,Chattanooga,Tennessee,TN,37419,35.0408873,-85.357034,America/New_York,5.0,Top Rated,0,10,True,True,"https://www.google.com/maps/place/Valley+Golf+Co./@35.0408873,-85.357034,14z/data=!4m8!1m2!2m1!1sValley+Golf+Co.!3m4!1s0x88605963ad39a175:0xbf24e4e306bf99db!8m2!3d35.0408873!4d-85.357034",,0,False,Indoor,True,"{""Wednesday"": [""10AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Tennessee,False,Valley Golf Co.,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Ridgeway Country Club,Driving Range,Driving Range,False,(901) 853-2247,https://www.ridgewaycountryclub.com/,9800 Poplar Ave,Germantown,Tennessee,TN,38139,35.0613296,-89.7346439,America/Chicago,4.8,Top Rated,0,128,True,True,"https://www.google.com/maps/place/Ridgeway+Country+Club/@35.0613296,-89.7346439,14z/data=!4m8!1m2!2m1!1sRidgeway+Country+Club!3m4!1s0x887f984a997693ff:0xed21a4fc5a6e824b!8m2!3d35.0613296!4d-89.7346439",,0,False,Outdoor,False,"{""Wednesday"": [""8AM-9PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Tennessee,False,Ridgeway Country Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
"Ccc GOLF Usa, LLC",Instruction,Golf Instruction,False,(615) 495-4868,https://www.cccgolfusa.com/,608 Five Oaks Blvd,Lebanon,Tennessee,TN,37087,36.2490338,-86.3799119,America/Chicago,5.0,Top Rated,0,31,True,True,"https://www.google.com/maps/place/CCC+GOLF+USA%2C+LLC/@36.2490338,-86.3799119,14z/data=!4m8!1m2!2m1!1sCCC+GOLF+USA%2C+LLC!3m4!1s0x886422ff0906150f:0xc0b425b4d806e100!8m2!3d36.2490338!4d-86.3799119",,0,False,Unknown,True,"{""Wednesday"": [""2-6:30PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Tennessee,False,"CCC GOLF USA, LLC","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Hightee,Simulator,Golf Simulator,False,(901) 417-8505,https://hightee.org/,4544 Poplar Ave Suite 102,Memphis,Tennessee,TN,38117,35.1207549,-89.9108169,America/Chicago,4.6,Highly Rated,0,17,True,True,"https://www.google.com/maps/place/HighTee/@35.1207549,-89.9108169,14z/data=!4m8!1m2!2m1!1sHighTee!3m4!1s0x887f9b42a2e53429:0xc3df3f046b4cdda6!8m2!3d35.1207549!4d-89.9108169",,0,False,Indoor,True,"{""Wednesday"": [""11AM-9PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Arkansas,False,HighTee,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",failed
Premium GOLF Shirts,Retailer,Golf Retail,False,(615) 915-0828,https://www.premiumgolfshirts.com/,134 Cannon Ave,Murfreesboro,Tennessee,TN,37129,35.8448117,-86.4018497,America/Chicago,0.0,Unrated,0,15,True,True,"https://www.google.com/maps/place/Premium+Golf+Shirts/@35.8448117,-86.4018497,14z/data=!4m8!1m2!2m1!1sPremium+Golf+Shirts!3m4!1s0x8863f982cabe0a3b:0x288062b23c0c6c0f!8m2!3d35.8448117!4d-86.4018497",,0,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Tennessee,False,Premium Golf Shirts,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Custom Craft GOLF,Retailer,Golf Retail,False,(817) 460-3600,https://www.customputterworks.com/,3100 W Arkansas Ln I,Arlington,Texas,TX,76016,32.7061019,-97.1565947,America/Chicago,4.4,Highly Rated,0,14,True,True,"https://www.google.com/maps/place/Custom+Craft+Golf/@32.7061019,-97.1565947,14z/data=!4m8!1m2!2m1!1sCustom+Craft+Golf!3m4!1s0x864e7cc7e13a98e9:0xcddc1f32ff5fa461!8m2!3d32.7061019!4d-97.1565947",,0,False,Indoor,True,"{""Wednesday"": [""8AM-4PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Texas,False,Custom Craft Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Golfroots,Retailer,Golf Retail,False,(214) 302-7440,https://www.golfroots.com/,13260 Josey Ln Suite 106,Farmers Branch,Texas,TX,75234,32.9253419,-96.881029,America/Chicago,4.9,Top Rated,0,162,True,True,"https://www.google.com/maps/place/GolfRoots/@32.9253419,-96.881029,14z/data=!4m8!1m2!2m1!1sGolfRoots!3m4!1s0x864c2174b4ace0e5:0x88db9c69f37939ce!8m2!3d32.9253419!4d-96.881029",,0,False,Indoor,True,"{""Wednesday"": [""9AM-4PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,GolfRoots,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Texas 9 GOLF,Driving Range,Driving Range,False,(817) 303-4370,https://www.texas9.com/,8940 Creek Run Rd,Fort Worth,Texas,TX,76120,32.7636731,-97.1556995,America/Chicago,4.8,Top Rated,0,236,True,True,"https://www.google.com/maps/place/Texas+9+Golf/@32.7636731,-97.1556995,14z/data=!4m8!1m2!2m1!1sTexas+9+Golf!3m4!1s0x864e7c150bddb88d:0xfde02fba666ba711!8m2!3d32.7636731!4d-97.1556995",,0,False,Outdoor,True,"{""Wednesday"": [""6AM-10PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Texas,False,Texas 9 Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}}",unknown
Fields Ranch GOLF Shop,Retailer,Golf Retail,False,(469) 888-5840,https://fieldsranch.com/dining-and-shopping#shopping,3725 PGA Pkwy,Frisco,Texas,TX,75033,33.2132882,-96.8526782,America/Chicago,4.6,Highly Rated,0,7,True,True,"https://www.google.com/maps/place/Fields+Ranch+Golf+Shop/@33.2132882,-96.8526782,14z/data=!4m8!1m2!2m1!1sFields+Ranch+Golf+Shop!3m4!1s0x864c397b7a0eff7b:0x656172a0b765fd5!8m2!3d33.2132882!4d-96.8526782",,0,False,Indoor,True,"{""Wednesday"": [""6:30AM-7PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,Fields Ranch Golf Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Z. Max GOLF Studio,Simulator,Golf Simulator,False,(832) 586-2586,https://instagram.com/z.max_golf_studio?igshid=ZGUzMzM3NWJiOQ==,8743 Knight Rd Ste A,Houston,Texas,TX,77054,29.6778993,-95.399285,America/Chicago,5.0,Top Rated,0,108,True,True,"https://www.google.com/maps/place/Z.+Max+Golf+Studio/@29.6778993,-95.39928499999999,14z/data=!4m8!1m2!2m1!1sZ.+Max+Golf+Studio!3m4!1s0x8640ebe52b2732c1:0x3b50763e12183140!8m2!3d29.6778993!4d-95.39928499999999",,0,False,Indoor,True,"{""Wednesday"": [""10AM-8PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Texas,False,Z. Max Golf Studio,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",failed
GOLF Store Houston,Retailer,Golf Retail,False,(832) 659-6465,https://www.texastoughgolf.com/,15018A Vera Dr,Humble,Texas,TX,77396,29.9382555,-95.2911805,America/Chicago,5.0,Top Rated,0,41,True,True,"https://www.google.com/maps/place/Golf+Store+Houston/@29.9382555,-95.2911805,14z/data=!4m8!1m2!2m1!1sGolf+Store+Houston!3m4!1s0x8640b1e84c6c3ccf:0x23fdda5f49a7756e!8m2!3d29.9382555!4d-95.2911805",,0,False,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,Golf Store Houston,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",failed
Mg GOLF,Retailer,Golf Retail,False,(800) 275-1100,https://www.mggolf.com/,3410 Century Cir,Irving,Texas,TX,75062,32.8381014,-96.8940968,America/Chicago,2.7,Standard,0,5,True,True,"https://www.google.com/maps/place/MG+Golf+%28MasterGrip+Inc.%29/@32.8381014,-96.8940968,14z/data=!4m8!1m2!2m1!1sMG+Golf+%28MasterGrip+Inc.%29!3m4!1s0x864e9ce41db6885b:0x899cff73b21a91b8!8m2!3d32.8381014!4d-96.8940968",,0,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,MG Golf,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
GOLF Swing Solutions,Retailer,Golf Retail,False,(281) 557-3300,https://www.golfswingsolutionstx.com/,300 Gulf Fwy N,League City,Texas,TX,77573,29.5055253,-95.1144724,America/Chicago,4.6,Highly Rated,0,9,True,True,"https://www.google.com/maps/place/Golf+Swing+Solutions/@29.5055253,-95.1144724,14z/data=!4m8!1m2!2m1!1sGolf+Swing+Solutions!3m4!1s0x86409d2b5becc0df:0x5c3607012770f7fb!8m2!3d29.5055253!4d-95.1144724",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Texas,False,Golf Swing Solutions,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Replay Sports Gear,Retailer,Golf Retail,False,(214) 504-0504,https://replaysportsgear.com/,4900 Eldorado Pkwy,Mckinney,Texas,TX,75072,33.1753638,-96.6831511,America/Chicago,4.8,Top Rated,0,32,True,True,"https://www.google.com/maps/place/Replay+Sports+Gear/@33.1753638,-96.68315109999999,14z/data=!4m8!1m2!2m1!1sReplay+Sports+Gear!3m4!1s0x864c1418d215ba97:0x92669ff372f9aba1!8m2!3d33.1753638!4d-96.68315109999999",,0,False,Indoor,True,"{""Wednesday"": [""10AM-7PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,Replay Sports Gear,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
GOLF Tech,Retailer,Golf Retail,False,(972) 423-0152,https://www.golftechplano.com/,703 K Ave #101,Plano,Texas,TX,75074,33.0082397,-96.6999359,America/Chicago,4.8,Top Rated,0,22,True,True,"https://www.google.com/maps/place/Golf+Tech/@33.0082397,-96.6999359,14z/data=!4m8!1m2!2m1!1sGolf+Tech!3m4!1s0x864c19114abacfd5:0x63e8bab606f07919!8m2!3d33.0082397!4d-96.6999359",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Texas,False,Golf Tech,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Pg GOLF LLC,Retailer,Golf Retail,False,(888) 681-9381,https://www.pggolf.com/,12520 W Airport Blvd Suite 900,Sugar Land,Texas,TX,77478,29.6507473,-95.5983539,America/Chicago,3.5,Standard,0,72,True,True,"https://www.google.com/maps/place/PG+Golf+LLC/@29.6507473,-95.59835389999999,14z/data=!4m8!1m2!2m1!1sPG+Golf+LLC!3m4!1s0x8640e7a839305207:0x433e96300d28856a!8m2!3d29.6507473!4d-95.59835389999999",,0,False,Indoor,True,"{""Wednesday"": [""7:30AM-5PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Texas,False,PG Golf LLC,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",unknown
The Club Fix Texas,Retailer,Golf Retail,False,(844) 258-2349,https://theclubfixtexas.com/,1000 Lebanon Rd,The Colony,Texas,TX,75056,33.100932,-96.9328269,America/Chicago,3.9,Well Reviewed,0,2,True,False,"https://www.google.com/maps/place/The+Club+Fix+Texas/@33.100932,-96.9328269,14z/data=!4m8!1m2!2m1!1sThe+Club+Fix+Texas!3m4!1s0x864c306541828c85:0x4914047de0119659!8m2!3d33.100932!4d-96.9328269",,0,False,Indoor,True,"{""Wednesday"": [""8AM-7PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Texas,False,The Club Fix Texas,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Beehive GOLF Club,Simulator,Golf Simulator,False,(385) 269-2912,https://beehivegolfclub.com/,2086 W Grove Pkwy Suite E,Pleasant Grove,Utah,UT,84062,40.3544809,-111.769098,America/Denver,5.0,Top Rated,0,8,True,True,"https://www.google.com/maps/place/Beehive+Golf+Club/@40.3544809,-111.769098,14z/data=!4m8!1m2!2m1!1sBeehive+Golf+Club!3m4!1s0x874d83b882a26dc3:0x7d78f8cea75e671f!8m2!3d40.3544809!4d-111.769098",,0,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Utah,False,Beehive Golf Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Fizgolf,Retailer,Golf Retail,False,,https://www.fizgolf.com/,,Salt Lake City,Utah,UT,84102,40.7664486,-111.8746481,America/Denver,1.0,Standard,0,1,True,False,"https://www.google.com/maps/place/FIZGOLF/@40.7664486,-111.8746481,14z/data=!4m8!1m2!2m1!1sFIZGOLF!3m4!1s0x8752f571f85fcd39:0xe8eb1c810d05099f!8m2!3d40.7664486!4d-111.8746481",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Utah,False,FIZGOLF,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",unknown
Hot GOLF Equipment And Supplies,Retailer,Golf Retail,False,(703) 250-4489,https://hotgolfequipmentandsupplies.com/,10137 Marshall Pond Rd,Burke,Virginia,VA,22015,38.7827776,-77.2968585,America/New_York,0.0,Unrated,0,77,True,True,"https://www.google.com/maps/place/Hot+Golf+Equipment+and+Supplies/@38.782777599999996,-77.2968585,14z/data=!4m8!1m2!2m1!1sHot+Golf+Equipment+and+Supplies!3m4!1s0x89b65146360ff0b1:0x6d3076a966afd7dc!8m2!3d38.782777599999996!4d-77.2968585",,0,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Virginia,False,Hot Golf Equipment and Supplies,"{""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Other"": {""LGBTQ+ friendly"": true}}",failed
Hot-z GOLF,Retailer,Golf Retail,False,,https://hotzgolf.com/,324 Moore Ave Building #7,Suffolk,Virginia,VA,23434,36.7338683,-76.57386559999999,America/New_York,0.0,Unrated,0,1,True,False,"https://www.google.com/maps/place/Hot-Z+Golf/@36.7338683,-76.57386559999999,14z/data=!4m8!1m2!2m1!1sHot-Z+Golf!3m4!1s0x89b00f17b1620abf:0x28fcc6c21f816e29!8m2!3d36.7338683!4d-76.57386559999999",,0,False,Indoor,True,,False,OPERATIONAL,True,crawl_failed,boutique golf shop Virginia,False,Hot-Z Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Aeropines GOLF Club,Driving Range,Driving Range,False,(757) 433-2866,https://www.navymwroceanadamneck.com/programs/f604e1bc-2b2e-4237-8321-cf5ef95ac3f7,1001 G Ave,Virginia Beach,Virginia,VA,23460,36.8034328,-76.0260587,America/New_York,4.2,Well Reviewed,0,81,True,True,"https://www.google.com/maps/place/Aeropines+Golf+Club/@36.803432799999996,-76.0260587,14z/data=!4m8!1m2!2m1!1sAeropines+Golf+Club!3m4!1s0x89bac1c55dac1a49:0x65fdf800cd815708!8m2!3d36.803432799999996!4d-76.0260587",,0,False,Outdoor,True,"{""Wednesday"": [""6AM-5:30PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Virginia,False,Aeropines Golf Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Essex Country Club,Driving Range,Driving Range,False,(802) 879-3232,https://www.essexccvt.com/,332 Old Stage Rd,Essex Junction,Vermont,VT,05452,44.5548755,-73.0685977,America/New_York,3.6,Standard,0,41,True,True,"https://www.google.com/maps/place/Essex+Country+Club/@44.5548755,-73.0685977,14z/data=!4m8!1m2!2m1!1sEssex+Country+Club!3m4!1s0x4cca7683698a0abb:0xe87a5f5a6e4956f6!8m2!3d44.5548755!4d-73.0685977",,0,False,Outdoor,False,"{""Wednesday"": [""7AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Vermont,False,Essex Country Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",failed
Vermont Custom GOLF,Retailer,Golf Retail,False,(802) 277-0809,https://vermontcustomgolf.com/contact-us/,39 Essex Way,Essex Junction,Vermont,VT,05452,44.50306399999999,-73.0838441,America/New_York,0.0,Unrated,0,0,False,False,"https://www.google.com/maps/place/Vermont+Custom+Golf/@44.503063999999995,-73.0838441,14z/data=!4m8!1m2!2m1!1sVermont+Custom+Golf!3m4!1s0x4cca779f6a0c0001:0xc116cd29823440e1!8m2!3d44.503063999999995!4d-73.0838441",,0,False,Indoor,True,,False,OPERATIONAL,True,crawl_failed,independent clubmaker Vermont,False,Vermont Custom Golf,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
802 GOLF,Driving Range,Driving Range,False,(802) 379-9755,https://www.802golfacademy.com/,Vermont Rte 7a,Manchester,Vermont,VT,05254,43.1921386,-73.0427551,America/New_York,4.6,Highly Rated,0,16,True,True,"https://www.google.com/maps/place/802+GOLF/@43.1921386,-73.0427551,14z/data=!4m8!1m2!2m1!1s802+GOLF!3m4!1s0x89e05fc5a4c1e7c1:0xe6e2c1317097504b!8m2!3d43.1921386!4d-73.0427551",,0,False,Outdoor,True,"{""Wednesday"": [""6AM-7:30PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Vermont,False,802 GOLF,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",failed
Power Play Sports,Retailer,Golf Retail,False,(802) 888-6557,https://www.powerplaysportsvt.com/,35 Portland St,Morrisville,Vermont,VT,05661,44.5622596,-72.598648,America/New_York,4.6,Highly Rated,0,16,True,True,"https://www.google.com/maps/place/Power+Play+Sports/@44.5622596,-72.598648,14z/data=!4m8!1m2!2m1!1sPower+Play+Sports!3m4!1s0x4cb5eab4da04fc35:0xe39ca4e595b8a4c3!8m2!3d44.5622596!4d-72.598648",,0,False,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Vermont,False,Power Play Sports,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",failed
Jonesy's GOLF Shop,Retailer,Golf Retail,False,(802) 334-2391,https://www.newportscountryclub.com/,590 Mt Vernon St,Newport,Vermont,VT,05855,44.9329686,-72.1934606,America/New_York,0.0,Unrated,0,1,True,True,"https://www.google.com/maps/place/Jonesy%27s+Golf+Shop/@44.932968599999995,-72.1934606,14z/data=!4m8!1m2!2m1!1sJonesy%27s+Golf+Shop!3m4!1s0x4cb671762f5ff2a1:0x917e938182e9a589!8m2!3d44.932968599999995!4d-72.1934606",,0,False,Indoor,True,"{""Wednesday"": [""7AM-7PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Vermont,False,Jonesy's Golf Shop,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
Newport Country Club,Driving Range,Driving Range,False,(802) 334-2391,https://www.newportscountryclub.com/,590 Mt Vernon St,Newport,Vermont,VT,05855,44.9329686,-72.1934607,America/New_York,4.6,Highly Rated,0,84,True,True,"https://www.google.com/maps/place/Newport+Country+Club/@44.932968599999995,-72.1934607,14z/data=!4m8!1m2!2m1!1sNewport+Country+Club!3m4!1s0x4cb671b9f9bfdeed:0xeb8b8ecb7b4b430d!8m2!3d44.932968599999995!4d-72.1934607",,0,False,Outdoor,False,"{""Wednesday"": [""7AM-8PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Vermont,False,Newport Country Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Alpine Shop Vt,Retailer,Golf Retail,False,(802) 862-2714,https://www.alpineshopvt.com/,935 Shelburne Rd,South Burlington,Vermont,VT,05403,44.4437441,-73.21227329999999,America/New_York,4.6,Highly Rated,0,51,True,True,"https://www.google.com/maps/place/Alpine+Shop+VT/@44.443744099999996,-73.21227329999999,14z/data=!4m8!1m2!2m1!1sAlpine+Shop+VT!3m4!1s0x4cca7a30341edc87:0x2cf299c589c5b2ee!8m2!3d44.443744099999996!4d-73.21227329999999",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Vermont,False,Alpine Shop VT,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Other"": {""Identifies as women-owned"": true}}",failed
PRO GOLF Discount,Retailer,Golf Retail,False,(509) 248-0800,https://progolfyakima.com/,2106 W Nob Hill Blvd #106,Yakima,Washington,WA,98902,46.5851215,-120.537452,America/Los_Angeles,4.9,Top Rated,66,19,True,True,"https://www.google.com/maps/place/Pro+Golf+Discount/@46.5851215,-120.53745199999999,14z/data=!4m8!1m2!2m1!1sPro+Golf+Discount!3m4!1s0x5499d7c402513511:0x23ed3a0619f764ce!8m2!3d46.5851215!4d-120.53745199999999",,0,False,Indoor,True,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""Closed""]}",True,OPERATIONAL,True,crawl_failed,boutique golf shop Washington,False,Pro Golf Discount,"{""From the business"": {""Small business"": true}, ""Service options"": {""In-store pickup"": true, ""In-store shopping"": true, ""Onsite services"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",unknown
Hornungs,Retailer,Golf Retail,False,(920) 922-2640,https://www.hornungs.com/,815 Morris St,Fond Du Lac,Wisconsin,WI,54935,43.756803,-88.4561447,America/Chicago,0.0,Unrated,0,1,True,True,"https://www.google.com/maps/place/Hornungs/@43.756803,-88.4561447,14z/data=!4m8!1m2!2m1!1sHornungs!3m4!1s0x880475141f1729b7:0x96ad56dab07aff55!8m2!3d43.756803!4d-88.4561447",,0,False,Indoor,True,"{""Wednesday"": [""8AM-4:30PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Wisconsin,False,Hornungs,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Pz GOLF At The Shank Shack,Simulator,Golf Simulator,False,(715) 390-4479,https://www.pzgolf.net/,N3802 10th Ave,Hancock,Wisconsin,WI,54943,44.1160038,-89.4237078,America/Chicago,5.0,Top Rated,0,27,True,True,"https://www.google.com/maps/place/PZ+Golf+at+The+Shank+Shack/@44.1160038,-89.4237078,14z/data=!4m8!1m2!2m1!1sPZ+Golf+at+The+Shank+Shack!3m4!1s0x4826aed0e17effab:0x3abbe77d2a196d9f!8m2!3d44.1160038!4d-89.4237078",,0,False,Indoor,True,"{""Wednesday"": [""9AM-8PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Wisconsin,False,PZ Golf at The Shank Shack,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as veteran-owned"": true}}",failed
Blind Shot Social Club,Simulator,Golf Simulator,False,(608) 230-5278,https://www.blindshotsocialclub.com/,177 S Fair Oaks Ave,Madison,Wisconsin,WI,53704,43.0958431,-89.337668,America/Chicago,4.4,Highly Rated,0,440,True,True,"https://www.google.com/maps/place/Blind+Shot+Social+Club/@43.095843099999996,-89.337668,14z/data=!4m8!1m2!2m1!1sBlind+Shot+Social+Club!3m4!1s0x880655a8cef5ba71:0xe7ee518dad070b03!8m2!3d43.095843099999996!4d-89.337668",,0,False,Indoor,True,"{""Wednesday"": [""11AM-10PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Wisconsin,False,Blind Shot Social Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",failed
Two Guys With Balls,Retailer,Golf Retail,False,,https://twoguyswithballs.com/,1405 W Silver Spring Dr,Milwaukee,Wisconsin,WI,53209,43.1184938,-87.9278746,America/Chicago,5.0,Top Rated,0,16,True,True,"https://www.google.com/maps/place/Two+Guys+with+Balls/@43.118493799999996,-87.9278746,14z/data=!4m8!1m2!2m1!1sTwo+Guys+with+Balls!3m4!1s0x8804e5880be61ecb:0xd098c39a2dd59219!8m2!3d43.118493799999996!4d-87.9278746",,0,False,Indoor,True,,False,OPERATIONAL,True,crawl_failed,boutique golf shop Wisconsin,False,Two Guys with Balls,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
